university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
sri-ramachandra-institute-of-higher-education-and-research,BBA hospital and health systems management,UG,Business/Healthcare Management,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/04/PROSPECTUS_Foreign-Nationals-Admissions-18_April_2026-compressed.pdf,https://sriramachandra.edu/programme/b-b-a-hospital-and-health-systems-management/,,no,,GAP:b-b-a-hospital-and-health-systems-management,UG FN prospectus is described as covering programmes 'excluding Medical & Dental'; individual programme-level confirmation for this specific title was not fetched in this pass.
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmacy practice,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmacy-practice/,,no,,GAP:m-pharm-pharmacy-practice,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. regulatory affairs,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-regulatory-affairs/,,no,,GAP:m-pharm-regulatory-affairs,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Phil. clinical psychology,PG,Psychology,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-phil-clinical-psychology/,,no,,GAP:m-phil-clinical-psychology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,MS c applied child development,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-c-applied-child-development/,,no,,GAP:m-s-c-applied-child-development,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MS general surgery,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-general-surgery/,,no,,ms-general-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MS obstetrics gynaecology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-obstetrics-gynaecology/,,no,,ms-obstetrics-gynaecology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MS ophthalmology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-ophthalmology/,,no,,ms-ophthalmology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MS orthopaedics,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-orthopaedics/,,no,,ms-orthopaedics,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MS otorhinolaryngology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-s-otorhinolaryngology/,,no,,ms-otorhinolaryngology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. artificial intelligence ftpt,PG,Computing/Data Science,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-artificial-intelligence-ftpt/,,no,,GAP:m-sc-artificial-intelligence-ftpt,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. audiology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-audiology/,,no,,GAP:m-sc-audiology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. biomedical sciences,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-biomedical-sciences/,,no,,GAP:m-sc-biomedical-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. biotechnology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-biotechnology/,,no,,GAP:m-sc-biotechnology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. cardiovascular sciences echocardiography,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-cardiovascular-sciences-echocardiography/,,no,,GAP:m-sc-cardiovascular-sciences-echocardiography,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. clinical embryology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-clinical-embryology/,,no,,GAP:m-sc-clinical-embryology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. clinical immunology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-clinical-immunology/,,no,,GAP:m-sc-clinical-immunology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. clinical nutrition,PG,Public Health/Nutrition,2 years,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-clinical-nutrition/,,no,,master-nutrition-dietetics,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. clinical psycology,PG,Psychology,2 years,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-clinical-psycology/,,yes,sriher-chennai-msc-clinical-psychology,master-clinical-psychology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. clinical research,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-clinical-research/,,no,,GAP:m-sc-clinical-research,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. counselling psychology,PG,Psychology,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-counselling-psychology/,,no,,GAP:m-sc-counselling-psychology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. critical care technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-critical-care-technology/,,no,,GAP:m-sc-critical-care-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. data analytics ftpt,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-data-analytics-ftpt/,,no,,GAP:m-sc-data-analytics-ftpt,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. forensic science,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-forensic-science/,,no,,GAP:m-sc-forensic-science,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. human genetics,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-human-genetics/,,no,,GAP:m-sc-human-genetics,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical anatomy,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-anatomy/,,no,,GAP:m-sc-medical-anatomy,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical biochemistry,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-biochemistry/,,no,,GAP:m-sc-medical-biochemistry,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical bioinformatics,PG,Computing/Data Science,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-bioinformatics/,,no,,GAP:m-sc-medical-bioinformatics,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical laboratory technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-laboratory-technology/,,no,,GAP:m-sc-medical-laboratory-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical microbiology applied molecular biology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-microbiology-applied-molecular-biology/,,no,,GAP:m-sc-medical-microbiology-applied-molecular-biology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical physiology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-physiology/,,no,,GAP:m-sc-medical-physiology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical psychology,PG,Psychology,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-psychology/,,no,,GAP:m-sc-medical-psychology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. medical radiology and imaging technology 5 year integrated,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-medical-radiology-and-imaging-technology-5-year-integrated/,,no,,GAP:m-sc-medical-radiology-and-imaging-technology-5-year-integrated,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. mind body and lifestyle science,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-mind-body-and-lifestyle-science/,,no,,GAP:m-sc-mind-body-and-lifestyle-science,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. neuroscience,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-neuroscience-2/,,no,,GAP:m-sc-neuroscience-2,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursing community health nursing,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursing-community-health-nursing/,,no,,GAP:m-sc-nursing-community-health-nursing,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursing medical surgical nursing,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursing-medical-surgical-nursing/,,no,,GAP:m-sc-nursing-medical-surgical-nursing,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursing nurse practitioner in critical care,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursing-nurse-practitioner-in-critical-care/,,no,,GAP:m-sc-nursing-nurse-practitioner-in-critical-care,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursing paediatric nursing,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursing-paediatric-nursing/,,no,,GAP:m-sc-nursing-paediatric-nursing,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursing psychiatry nursing,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursing-psychiatry-nursing/,,no,,GAP:m-sc-nursing-psychiatry-nursing,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. nursingobstetrics gynaecology nursing,PG,Nursing,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-nursingobstetrics-gynaecology-nursing/,,no,,GAP:m-sc-nursingobstetrics-gynaecology-nursing,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. perfusion technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-perfusion-technology/,,no,,GAP:m-sc-perfusion-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. speech language pathology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-speech-language-pathology/,,no,,GAP:m-sc-speech-language-pathology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. sports and exercise psychology,PG,Psychology,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-sports-and-exercise-psychology/,,no,,GAP:m-sc-sports-and-exercise-psychology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. stem cell and regenerative biology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-stem-cell-and-regenerative-biology/,,no,,GAP:m-sc-stem-cell-and-regenerative-biology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. trauma care management previously called as m sc emergency and critical care technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-trauma-care-management-previously-called-as-m-sc-emergency-and-critical-care-technology/,,no,,GAP:m-sc-trauma-care-management-previously-called-as-m-sc-emergency-and-critical-care-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Sc. urology technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-sc-urology-technology/,,no,,GAP:m-sc-urology-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of anaesthesia and operation theatre technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-anaesthesia-and-operation-theatre-technology/,,no,,GAP:master-of-anaesthesia-and-operation-theatre-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of dialysis therapy,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-dialysis-therapy/,,no,,GAP:master-of-dialysis-therapy,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot hand,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-hand/,,no,,GAP:master-of-occupational-therapymot-hand,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot mental health,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-mental-health/,,no,,GAP:master-of-occupational-therapymot-mental-health,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot musculoskeletal sciences,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-musculoskeletal-sciences/,,no,,GAP:master-of-occupational-therapymot-musculoskeletal-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot neurosciences,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-neurosciences/,,no,,GAP:master-of-occupational-therapymot-neurosciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot oncological sciences,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-oncological-sciences/,,no,,GAP:master-of-occupational-therapymot-oncological-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of occupational therapymot paediatrics neonatology,PG,Occupational Therapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-occupational-therapymot-paediatrics-neonatology/,,no,,GAP:master-of-occupational-therapymot-paediatrics-neonatology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of physiotherapy mpt cardio pulmonary sciences,PG,Physiotherapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-physiotherapy-mpt-cardio-pulmonary-sciences/,,no,,GAP:master-of-physiotherapy-mpt-cardio-pulmonary-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of physiotherapy mpt musculoskeletal sciences,PG,Physiotherapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-physiotherapy-mpt-musculoskeletal-sciences/,,no,,GAP:master-of-physiotherapy-mpt-musculoskeletal-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
